CCIS27304052ST-3-0	CCIS15794887ST-4-0	CCIS16561622ST-4-0	CCIS79210440ST-3-0	CCIS82507866ST-3-0	CCIS98482370ST-3-0	CCIS00281083ST-3-0	CCIS32452666ST-4-0	CCIS94417875ST-3-0	CCIS27927933ST-4-0	CCIS45571137ST-3-0	CCIS81139242ST-4-0	CCIS21126322ST-4-0	CCIS17669415ST-4-0	CCIS29210128ST-4-0	CCIS48725289ST-4-0	CCIS64785924ST-20-0	CCIS03473770ST-4-0	CCIS10706551ST-3-0	CCIS64773582ST-4-0	CCIS06260551ST-3-0	CCIS40244499ST-3-0	CCIS85214191ST-3-0	CCIS87167916ST-4-0	CCIS58234805ST-4-0	CCIS91228662ST-4-0	CCIS71301801ST-4-0	CCIS53355328ST-4-0	CCIS41222843ST-4-0	CCIS81887263ST-4-0	CCIS29688262ST-20-0	CCIS87116798ST-4-0	CCIS87605453ST-4-0	CCIS83870198ST-4-0	CCIS61287323ST-4-0	CCIS11362406ST-4-0	CCIS14449628ST-4-0	CCIS21278152ST-4-0	CCIS34055159ST-4-0	CCIS76845094ST-20-0	CCIS41548810ST-4-0	CCIS98512455ST-4-0	CCIS50148151ST-4-0	CCIS62605362ST-3-0	CCIS87252800ST-4-0	CCIS22958137ST-20-0	CCIS16326685ST-4-0	CCIS53043478ST-4-0	CCIS98832363ST-4-0	CCIS02124300ST-4-0	CCIS59132091ST-4-0	CCIS82146115ST-4-0	CCIS33816588ST-4-0	CCIS12656533ST-4-0	CCIS47284573ST-4-0	CCIS93040568ST-20-0	CCIS45793747ST-4-0	CCIS95097901ST-4-0	CCIS80834637ST-4-0	CCIS63910149ST-4-0	CCIS84543192ST-4-0	CCIS38765456ST-20-0	CCIS82944710ST-20-0	CCIS55230578ST-4-0	CCIS24254057ST-4-0	CCIS78318719ST-4-0	CCIS44757994ST-4-0	CCIS65479369ST-4-0	CCIS62794166ST-4-0	CCIS77252613ST-4-0	CCIS11015875ST-4-0	CCIS35100175ST-4-0	CCIS22416007ST-4-0	CCIS41288781ST-4-0	CCIS12370844ST-4-0	CCIS72607085ST-4-0	CCIS46047672ST-4-0	CCIS52370277ST-4-0	CCIS02379307ST-4-0	CCIS46467422ST-4-0	CCIS15704761ST-4-0	CCIS11558985ST-4-0	CCIS13047523ST-4-0	CCIS94603952ST-4-0	CCIS02856720ST-4-0	CCIS07648107ST-4-0	CCIS34604008ST-4-0	CCIS63468405ST-4-0	CCIS16383318ST-4-0	CCIS36699628ST-4-0	CCIS95409808ST-4-0	CCIS74239020ST-4-0	CCIS05314658ST-4-0	CCIS71578391ST-4-0	CCIS50003399ST-4-0	CCIS36797902ST-4-0	CCIS11354283ST-4-0	CCIS50471204ST-4-0	CCIS20795251ST-4-0	CCIS07277498ST-4-0	CCIS90164298ST-4-0	CCIS23164343ST-4-0	CCIS03857607ST-4-0	CCIS63448910ST-4-0	CCIS88007743ST-4-0	CCIS51595129ST-4-0	CCIS09568613ST-4-0	CCIS07539127ST-4-0	CCIS41692898ST-4-0	CCIS44093303ST-4-0	CCIS00146684ST-4-0	CCIS78100604ST-4-0	CCIS48174381ST-4-0	CCIS88317640ST-4-0
Chlamydophila felis [h:1030]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia pecorum [h:1031]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parachlamydia acanthamoebae [h:1032]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Protochlamydia amoebophila [h:1033]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waddlia chondrophila [h:1034]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simkania negevensis [h:1035]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentisphaera araneosa [h:1036]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prosthecochloris aestuarii [h:1037]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeobacteroides [h:1038]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum tepidum [h:1039]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00702659832201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrococcus horikoshii [h:104]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum parvum [h:1040]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeovibrioides [h:1041]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon luteolum [h:1042]	0	0	1.00987296430397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03198731959995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon phaeoclathratiforme [h:1043]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium ferrooxidans [h:1044]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05041553413859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium limicola [h:1045]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeobacteroides [h:1046]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium chlorochromatii [h:1047]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroherpeton thalassium [h:1048]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga pinensis [h:1049]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrococcus furiosus [h:105]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niastella koreensis [h:1050]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliscomenobacter hydrossis [h:1051]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes shahii [h:1052]	227.851528537807	48.3726474821653	608.058573645916	107.771424880901	454.040563973709	115.870617825279	66.46329343513	304.155594656712	133.797388127532	37.3817245571508	238.170690423307	309.946229310779	70.2143868074864	120.250724740049	27.9389785472842	121.284614243515	26.5103870915689	159.99112759567	149.002334597206	1213.17512808429	109.129867622102	88.3647073332102	84.9896844895727	5056.52366884255	20.7719425767909	2020.04633858598	1080.36831971844	463.546039596656	65.0884180215945	274.151344546494	87.6939315811564	295.455940131024	441.173909525308	1200.53345864584	462.438864177787	835.587219332376	74.9771820980065	747.246568107883	64.5800588766931	65.941299596789	16.4462395488122	313.905670582144	1087.0451350979	2271.47766316057	2501.86946072753	78.9823043424515	476.996603601616	878.441492404546	1281.36117115766	572.790980525967	16.8363590947266	49.7376427713537	796.982619384	28.0525265182515	413.778830517913	11.3739837513047	828.475204784926	5.14917367862783	1.06322865927936	365.716684937337	221.434013257395	419.271305951341	33.2509798938768	422.825203133832	1.07916720690256	155.513386118774	335.747073050507	204.930757919215	282.622584851145	92.6097106717849	40.5696376276029	191.654140614626	286.859687248538	82.5346903054096	6.18334415081106	3.2159981149199	364.099663121097	1685.23334055705	244.539094898829	4.32873718859692	2.10029017929376	220.341903722804	785.175105443774	1227.77236745833	324.621817910359	557.620208287823	472.832387568321	843.711333508033	839.72981085644	0	126.184657539204	91.2161072230583	105.176652510393	371.309588005588	0	312.755588726587	464.393664833054	599.751806577726	418.983484830927	36.5515967840465	26.7096529043865	40.1295667368147	46.568079772927	0	2683.90929325694	165.682051970111	454.547141614669	442.73001855218	846.737352847144	643.874399655762	1445.7955680078	768.5030872919	236.013368133097	204.991699492876
unnamed Alistipes sp. HGB5 [u:1053]	11.5071285794046	52.1038271239199	466.254584143934	77.7118757779097	23.738263423375	15.7960023528248	118.292550364251	4.86505171237839	60.7512747995786	3.96763454145462	42.242619495631	2.89713762912418	119.562463161946	41.7136085505896	13.4549756493968	69.5419079802654	0	114.929274538658	16.9164331043238	2505.2996931007	7.14167452362089	87.0313194281035	3.94654086137789	556.558203379969	38.5822447238563	416.919156218075	921.609579739734	722.124503639955	2993.50386594614	1.94276857023624	0.964446835039684	88.7911702127707	0.988062472892185	151.826883045837	24.7391621636869	611.097893620918	53.4676771124088	41.2247519339805	62.9749915777709	20.0103039422724	31.5091680606417	1.96268148916661	94.9891537639179	212.294989835635	680.352655799216	9.65458633507568	17.0767806908778	183.737967673424	60.2931470623277	3.88999656752637	5.8635391627135	3.84932282712982	115.907790083959	262.050252391951	52.4564630463582	1.0500010396843	28.3572374614868	386.393030006927	1303.67262135958	263.503498154267	24.0683574571423	213.442582902691	7.70652114473383	2813.57703860282	13629.4189656818	144.364670208355	38.4578738319209	7.00680306790261	376.061411767901	10.874526159419	86.2036150446736	545.839752664916	36.6198790303315	1698.41638009829	6.69962648933483	0	420.440228116168	40.9043905797233	12.843894632124	2.01007196291684	1.95056166242163	122.75297811912	3.88152060524675	192.235546743507	448.124585960626	145.820563374004	305.075912661515	12.9166081530354	1548.13304273089	80.14663132877	16.5805020394437	12.7872635829081	37.8754017006331	19.2609478425055	2.90908597066612	1103.28167050167	236.549178107535	355.27022171505	315.324128143155	2.99494979646394	6.94555025583797	6.52203164885044	0	0	58.6980715933541	12.6549693015393	1238.63045712525	540.591396836945	673.482194423252	9.93310552139099	1.94145275657295	16.1874154837427	12.7207383291728	246.784994518109
Alistipes putredinis [h:1054]	2052.92269828318	4.13130742362287	4500.53300444475	1633.66529976918	1326.86294824118	523.115880199081	1591.75615515262	2165.16212858304	474.34027437228	16.7320838572225	489.849934326886	0.955297069876713	1743.75537436002	310.08762807575	1069.96822264133	8.74702167428731	38.5244458368516	1945.44235556176	870.592664128403	7390.35716466811	212.250175397979	15.7919319404012	0	2158.43606744334	124.422892218768	9844.02820700481	6270.72949781091	41.3645312394045	2331.27479358602	2452.9567812373	351.024782410116	110.873366837873	1205.88236282122	8100.89215592745	113.902277476697	24.70195296859	3184.22432748009	96.4085444115332	441.384440543136	8.53650413209497	5839.82327596352	2119.11981708066	3021.09399915972	4586.7650986893	3536.57212402164	1.93896667966073	36.8797733745398	1363.98130320444	1312.84238273622	12.5447502372364	52.3638752517086	8.59401867753965	617.75470297862	38.2865889117133	1572.57793524105	0	2627.59970494476	63.5846318778405	3594.61766185483	646.552867830187	35.6776487842762	2092.10501975143	122.337200408845	3208.95105591984	10050.6242300574	2462.44654150786	232.349886677061	50.1805721846389	4232.46689088611	53.9522780271136	1910.26491502116	1012.59369991944	1968.54462952607	3816.30334303764	5.69814165269949	1297.0869180953	625.223733631667	5584.1326166882	459.436186338899	8.97539477372782	8.70966874505738	1471.23150241197	1058.48507362235	2195.40732901335	990.426803124273	1228.65184327152	3427.60872313679	4380.56942847121	324.656308643561	125.672329050198	148.939779900901	329.514029406593	1066.15869170181	18.1114259864956	2.88659593610357	1.03936719512326	1362.6794542714	4103.81397522964	350.69077688603	801.386962050291	899.879283293225	110.017371134204	7.80253028630269	2.98314635289809	8.00446439886425	687.852194234054	2302.5365612221	2368.90649692836	3533.07129711456	2031.38612064555	7324.88069402755	1505.93860418502	205.84213022774	842.060589608494
Robiginitalea biformata [h:1055]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas asaccharolytica [h:1056]	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85000716047393	0	0	0	0	0	0	1.0131350374211	0	0	90.9870042089715	308.400428770037	333.800695218035	0	0	0	0	0	0.660471124642115	0	0	531.561158645387	0	0	0	0	0	0.658704989083679	0	0	0	0	4.79367952072327	0	0.991434948065178	0	0	0	0	223.506352323394	0	0	0.961022886266283	0	0	0	0	6.94268796297505	733.61247843834	0	11.2571840726708	12.9232672001035	0	7.00541869714035	0	0	0	1.96500369609369	14.4020006690392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923632905366451	39.8908825854843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82731624467394
Porphyromonas uenonis [h:1057]	0	0	0	0	0	0	0	0	0.987150400916168	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95953005631664	17.77906978796	1.93962533817632	1.00846131485811	0	0	0	0	0	0.330235562321057	0	0	3.01452452917987	0	0	0	0	0	0.32935249454184	0	0	0	0	1.91747180828931	0.997521812117042	0	0	0	0	0	56.9308633276566	0	0	0	0	0	0.980555947281238	0	0	218.703575337621	0	2.25143681453416	18.8878520616897	0	1.00077409959148	0	0	0	0	1.30927278809448	0	0	0	0	0	0	0	0	0	0	0	0	0.947885147104754	0	0	5.39065980884924	0.98900826660719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999627516810873	0	0	0	0	0.942138277815917	0	0
Prevotella timonensis [h:1058]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39602024793315	0	0	0	0	0	1.89801440720959	2.9621986034722	0.981374436434419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989483871704426	0	0	0	0	0	0	0.482428381239237
Prevotella buccalis [h:1059]	0.942660246381021	0	1.94766780422668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955252914796868	0	0	0	0	0	0	0	0	0.98594133772562	0.980022056700374	0	0	0	0	0	0	0	0	0	0	32.5089886633	0.994827887470121	0	0	0	0	0	4.92394123344013	0	0	0	0	0	0	0	2.96740217994221	0.977103099363523	0	3.84918264918703	0	0	0.998071391760792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98633733378842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489714445969908
Thermococcus barophilus [h:106]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella oralis [h:1060]	0	0	0	0	0	0	0	0.958874708484019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969433315717743	0	0	0	0	0	0	0	0	0.191969374949787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Prevotella sp. oral taxon 299 [u:1061]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Prevotella sp. oral taxon 317 [u:1062]	0	0	0	0	0	0	0	0	0.970075569803572	0	0	0	0	0	0	0	0.924082330447565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956534564130546	0	0	0	0	0	0	0	0	0.186894880424372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Prevotella sp. oral taxon 472 [u:1063]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9747118000278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94681895118702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella marshii [h:1064]	0	0	0	0	0	0	0	0	0	0	0.950462648766419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75891093865055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella buccae [h:1065]	0.95216393494996	0.960906933391646	0	0	0	0.987585292804109	0	0	0	0	0	0	0	0	0	0.979795995065679	0	0	0	0	0	3.06713365709298	0	0	0	0	0	0	0	0	0	0	0	0	1.03072313693137	0	35.8486477148907	0.994794235829823	0	0	0	0	1.02096334791861	3.83403138148819	0	1.93157276321589	0	0	2.00789356674889	0	0	0.962657393033049	4.10192437228906	0	0	0	0	0.996196392765164	0	0	0.999106287084911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969897992300756	0	0	0.930425237807	0	2.0336464974823	0	0.959344901813642	1.00550231198703	0	0	0	0	0	0	0	0	1.03348853761911	0	0	0	0	0	0	0	0	0	1.90054206038335	0	0	0
Prevotella bergensis [h:1066]	0	0	0	0	0	0	0	0	0	0	0	0	0.478122427237476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949545452787375	0	0.981750369947705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972362619390219	0	0	0	0	0	0	0	0	0	0.489959303024091	0	0	0	0.974073110451894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.975687608106605	0	0	0	0	0	0	0	0	0	0	0	0	0
