SAMEA3136623	SAMEA3136624	SAMEA3136625	SAMEA3136626	SAMEA3136627	SAMEA3136628	SAMEA3136629	SAMEA3136630	SAMEA3136631	SAMEA3136632	SAMEA3136633	SAMEA3136634	SAMEA3136635	SAMEA3136636	SAMEA3136637	SAMEA3136638	SAMEA3136639	SAMEA3136640	SAMEA3136641	SAMEA3136642	SAMEA3136643	SAMEA3136644	SAMEA3136645	SAMEA3136646	SAMEA3136647	SAMEA3136648	SAMEA3136649	SAMEA3136650	SAMEA3136651	SAMEA3136652	SAMEA3136653	SAMEA3136654	SAMEA3136655	SAMEA3136656	SAMEA3136657	SAMEA3136658	SAMEA3136659	SAMEA3136660	SAMEA3136661	SAMEA3136662	SAMEA3136663	SAMEA3136664	SAMEA3136665	SAMEA3136666	SAMEA3136667	SAMEA3136668	SAMEA3136669	SAMEA3136670	SAMEA3136671	SAMEA3136672	SAMEA3136673	SAMEA3136674	SAMEA3136675	SAMEA3136676	SAMEA3136677	SAMEA3136678	SAMEA3136679	SAMEA3136724	SAMEA3136725	SAMEA3136726	SAMEA3136727	SAMEA3136728	SAMEA3136729	SAMEA3136730	SAMEA3136731	SAMEA3136732	SAMEA3136733	SAMEA3136734	SAMEA3136735	SAMEA3136736	SAMEA3136737	SAMEA3136738	SAMEA3136739	SAMEA3136740	SAMEA3136741	SAMEA3136742	SAMEA3136743	SAMEA3136744	SAMEA3136745	SAMEA3136746	SAMEA3136747	SAMEA3136748	SAMEA3136749	SAMEA3136750	SAMEA3136751	SAMEA3136752	SAMEA3136753	SAMEA3136754	SAMEA3136755	SAMEA3136756	SAMEA3136757	SAMEA3136758	SAMEA3136759	SAMEA3136760	SAMEA3136761	SAMEA3136762	SAMEA3136763	SAMEA3136764	SAMEA3136765	SAMEA3136766	SAMEA3136767	SAMEA3136768	SAMEA3136769	SAMEA3178936	SAMEA3178937	SAMEA3178938	SAMEA3178939	SAMEA3178940	SAMEA3178943
Chlorobium phaeobacteroides [h:1038]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum tepidum [h:1039]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464000427830241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439492857430309	0	0	0	0	0	0	0	0	0	0.373276712968324	0	0	0.588260808516461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrococcus horikoshii [h:104]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum parvum [h:1040]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeovibrioides [h:1041]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon luteolum [h:1042]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon phaeoclathratiforme [h:1043]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium ferrooxidans [h:1044]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium limicola [h:1045]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeobacteroides [h:1046]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium chlorochromatii [h:1047]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroherpeton thalassium [h:1048]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga pinensis [h:1049]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrococcus furiosus [h:105]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niastella koreensis [h:1050]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliscomenobacter hydrossis [h:1051]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes shahii [h:1052]	0	1.47939478873928	3.1365368466508	1.67288878466876	29.9396120674135	16.5659405541921	63.2957130887518	49.9240595055001	30.4671223069173	28.4198948446929	0	7.16662477953961	0	0	0.582248818609901	257.299165814227	0.267527361904372	123.390826780864	56.2498046870996	9.31485146603258	0.538767009301257	74.6605976464603	25.4529048402156	219.824465576046	0.67092572793235	95.7220191386368	0	2.53770908992818	688.132103844921	37.1065424802228	5.68543555302008	284.057960900708	0.449911661977247	24.333357677541	0	176.584401609653	75.6452291670641	0.75077060099937	0	0	57.4205793931375	25.5529791983106	2.93148638176792	0.347107157874441	126.608759916986	25.0159009028359	463.047169543325	0.783380382894527	86.8785367730529	88.6208340686928	4.95764155765231	0	14.4322111355302	33.2229818858589	0	1.11986003428659	0	3.53573434923122	319.067926389208	117.388068407696	299.350874671976	76.2676525032728	498.152175956025	0.263009574108552	370.896961208418	292.342956519073	11.383367860043	29.0551088145189	7.39009559706037	77.0033099875012	7.07278273512997	39.6391084336826	27.5789325495368	158.533570861569	261.778314666006	360.883108144526	39.4291964181561	2.29241029222661	35.6445268261301	279.285247533822	0	0	267.119551289086	1.29846042683678	16.8388951702027	46.3692200665721	146.793317161363	793.642833197608	42.3717559444062	5.57456695687176	174.188132462808	0.692255789149912	476.30590317075	234.353357242166	21.3331313218451	1.38084325185137	76.3376963407012	12.7349408858621	3.15677940111698	3.03586954603444	5.00281798392701	2.08176375770938	0	1.29948601954502	260.859111160864	21.8730292166768	234.175012947001	0	553.727222628682
unnamed Alistipes sp. HGB5 [u:1053]	0.579306704593085	0.686964779188633	1.09235058079697	167.015168576124	33.5697334921787	0.384624097012017	99.6945932909483	0.433317767425927	141.778916286365	0.562062210278434	0	0.511978468563197	0	0	0	16.1210597743917	0	421.802275448998	249.690306648776	1.99633866785727	1.50107582801815	2.55232215575932	2.67604318111916	10.5713969242969	0	17.5944056733854	0	0.7855990741967	38.01711180493	10.5024778165479	6.16014468957272	102.981833636507	0	47.3943829274981	0	23.0191246837974	8.22177777594881	0	1.1738632947328	0.362766452315053	0.494025320687845	77.4489186448514	3.35715365238418	0.967086245858202	17.2741587166909	1.93604427192445	200.916009507869	0	86.9367184714524	43.0985702541671	0.383684504396932	0.597048809019	8.49966945088972	7.91141897814345	0	0	0	11.5837220499677	76.5632136005179	77.5976621609514	222.323269411811	21.9191730471302	356.880260831256	0.366389652127847	312.008027079464	42.88322781039	17.1792625982884	19.5031326671283	151.15613963488	0	13.6845166541276	0	19.6781620259011	65.4969928829789	4.00171107491108	145.170179120719	79.2145159420163	66.7082167052092	36.493725221101	5.20554217815789	4.91748602762418	114.031763576997	108.821516116292	0.4019646354472	0.459954697469732	28.0201102507397	133.511090963082	1062.63587576486	114.098791017705	17.4729122458084	10.7281427054	0.32145262978835	46.2487289315113	1.61219582930159	813.128191985434	45.7849107795654	10.7605187039468	4040.61215938278	3.54894158903587	1.79419169827612	5.05018464866872	0.773342391644593	5.18406966564237	0	15.9185322807515	366.742619733334	1.51550809560975	0	986.564488971763
Alistipes putredinis [h:1054]	43.1121079635809	26.5845013293049	3.61301886471565	3.08323684781626	113.725757714582	32.0586489333233	165.050409566481	0	65.2125318809883	47.9636558428633	0.742193797912771	49.7859974575063	0	0	2.68280089595285	370.782159674311	7.8891099284734	0.824783669282524	2664.04080029707	6.93316766964192	0.496490355691611	617.952020725002	176.138534511099	232.271260987568	0	130.019017556336	0.656165743379625	10.9133589209436	158.80374304749	196.276449171509	905.486598697692	1140.83020798113	4.56068164812189	52.9454065173828	0.499012987820021	388.976669030252	2.66486753144506	8.99415634564069	4.27089007258988	12.5986671465968	802.02350982672	1028.41100143486	474.404916386434	24.6299832843817	52.357750378387	4.22636892975111	113.911543946278	33.9297275386804	4.4576722792211	91.2347810855354	0.380718253879755	1.18486609412584	223.262295978699	48.6715877869132	0.71166426012042	70.1750096166471	0.302041830379164	293.013410596286	841.410388377125	450.431226775584	3260.62909290163	6.11477446322921	716.107619295151	6.42284223188323	23.1193798122299	0.998940209405768	107.086675359069	171.255083878354	10.1885675271571	334.530034973591	4.888339980832	111.402303853524	208.277662859893	1869.01105383648	589.479448773309	508.889663021295	61.222350551963	305.612171538977	29.5278384543327	10.3507640437631	76.8516387585438	4.23747149151916	2767.57101355533	39.4868491303067	44.2706840801183	772.652103033125	133.12127355887	1083.83559681095	194.543373516904	102.100553363161	1163.55362848248	0.95690247468113	371.792851049299	215.300580247187	549.835955287619	1709.19476644976	205.712654150014	648.624866969128	73.3932765012828	19.583529564833	62.739496093552	4.34839436013122	24.1016274023346	431.650178194035	511.870007533174	27.3365438673881	259.404078487329	0.570032500280476	1331.41663075032
Robiginitalea biformata [h:1055]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas asaccharolytica [h:1056]	0	0	0	0	0	0	1.73143438354439	0	0	0.279074215432251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.9602206798485	3473.0585861304	1.22390108598638	918.482496641319	0	0.509501272145801	0	0.874853287502979	0.909262074370803	0.594593015318587	0	0.54356911800612	0	623.302777876542	7.73146326253188	8.67020980844458	0	0	0	0	1.10986846841179	0	0	0	0	0	53.8610991887566	0	0.530144775675715	0	0.642638666594887	0	0	8.72339257843523	1598.12946370149	0	2.97143935356489	1914.06470932055	0.57242295565702	0.153227366227484	0	96.5150931714479	4.22757533031131	0	0	0	0	0.752477617297918	0	0
Porphyromonas uenonis [h:1057]	0	0	0	0	0	0	1.73143438354439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505230544334495	9.67394800608391	930.704650290464	0.61195054299319	630.297946030736	0.242558926373226	0.509501272145801	0	0.43742664375149	215.901311789837	0	0.461141679042938	0	0	63.9770850931354	1050.64705462759	124.785624220664	0	68.6281874054033	1.409440654202	0	0.369956156137262	0	0	0	0	0	0	0	0	0	0.642638666594887	0	0	2.18084814460881	607.917042872043	0	1.27347400867067	784.757276042635	0	44.6461576714094	2.03622662148651	62.7678227779054	7.26529731504441	0	0	0	0	0	0	0.448506505926859
Prevotella timonensis [h:1058]	1.13887061894731	0	0	0	0	0	0.979351304715354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833516063004672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97266506491382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.4229505931846	0	0
Prevotella buccalis [h:1059]	0	0	0	0	0.335817690307483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304630138820829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577569860268943	0.630594018296477	1.83089369633958	0	0	0	69.1210623550815	0	0	0	0	0	0.44042219187233	0	0	0	0.424317467484317	0	0	0	0	0	0	0	0	0.911036812040742	0	0	0	0	0	0	0	0	0	0	0	0	2.28350824131697	0	0	0	0	0	0	0	2.34862774846888	0	0	0
Thermococcus barophilus [h:106]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella oralis [h:1060]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206104676153694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Prevotella sp. oral taxon 299 [u:1061]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Prevotella sp. oral taxon 317 [u:1062]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203362359611068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Prevotella sp. oral taxon 472 [u:1063]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella marshii [h:1064]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella buccae [h:1065]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298504637568898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14853199671104	0	0	0	0	0	0	0	0	0	0.625391063616069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5597493330381	0.252676836638822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella bergensis [h:1066]	0	0	0	0	0	0	0.244931615807714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421310429312143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella dentalis [h:1067]	0	0	0	0	0.330902662336817	0	0	0.422857520996904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.830236453631651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727113981079508	0	0	0	0	0	0.355113086562718	0	0.520974812819511	0	0	0	0	0.27549066562197	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36973097143416	0	0
Prevotella multisaccharivorax [h:1068]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella nigrescens [h:1069]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291532394707617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27906538963593	74.0268177946766	0	0	0	0	182.477627927529	0	0.261014514847012	0	0	1.0695536974659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.3210157106401	0	0	1.1205500843482	0	88.0832945522549	0.314050961243271	0	0	41.5196226671655	0	0.20208389133978	0	0	0	0	0	0	0	0	0	0	0	0
Thermococcus sibiricus [h:107]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella pallens [h:1070]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624331434463128	0	0	0	0	0.2946789063984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05479269718999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella disiens [h:1071]	0	0	0	0	0	0	0.254333326597469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2987632449503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.975238481756843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548728015621479	0	0	0	0	0	0	0	0	0	0	0	0.484299373431291	0	0	0
Prevotella denticola [h:1072]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365642004823102	0	0	0	0	0	0.356842962202796	0	0	0	0	0	0	0.276594731266638	0	1122.07496106213	0	977.078120613592	0	0	0	0	0.378957857043069	0	0	0	0	0	0	0
Prevotella multiformis [h:1073]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442094449131992	0	0	0	0	0	0.608980367557861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.556417383405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.98928235245	0	0	0	0	0	0	0	0	0	0	0	0.553327726530412	0	0	0	120.678731134739	0	28.3036428028147	0	0	0	0	0.125970551389788	0	0	0	0	0	0	0
Prevotella melaninogenica [h:1074]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326865758412401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83969978201775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella veroralis [h:1075]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6095374227329	0	0	0	0	0	0	0	0	0	0.602481225320317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella bivia [h:1076]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29753765636606	0	0	0	0	0	0	0	0	0	0	1.25027409450701	0	0	0	0	0	0	0	0	0	0	0	0.388830413878886	0	0	0	0	5.00103755353119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26344730122843	0	0	0	0	0	0	0	0	0	2.5038770129897	0	0	0	0	0	0	0	0	3.22773012269657	0.840367684578129	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella amnii [h:1077]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
