F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17
Cronobacter_unclassified	0	3.217849e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.257552e-05	0	0	0	0	0	0	0	8.18061e-06	0	0	0.00011369692	0	0	0	0	0	0	0	0
Dickeya_dadantii	0	0	0	0	0	5.813089e-05	0	0	0	0	0	0	0	0	0.00021669376	0	0	0	0	0.00013607046	0	0	0	0	0	0	0	0	0	0	5.748003e-05	0	0	0	2.150333e-05	0	9.313309e-05	0	0	0	0	0	0	0	0.00020824953	0	3.378624e-05	0
Dickeya_unclassified	0	6.50939e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9019e-05	0	0	0	6.287709e-05	0	5.643112e-05	5.454035e-05	0	0	5.21772e-06	0	0	0	0	0	0	0	0	5.205463e-05	0	0	6.16227e-05	2.877648e-05
Edwardsiella_tarda	0	3.549459e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.171905e-05	0	8.097552e-05	6.472921e-05	0	0	7.004392e-05	4.154707e-05	1.856369e-05	0	0	6.092025e-05	0	0	0	0	0	0	0.00011878307	0
Edwardsiella_unclassified	0	1.400133e-05	5.069575e-05	0	0	6.057483e-05	0	0	0	0	0	0	0	0	0	0	4.579044e-05	0	4.200307e-05	0	0	0	0	0	0.00010180699	0	0	0	0	0	2.811067e-05	1.19869e-06	0	0	0	2.98017e-06	0	7.95649e-05	0	0	0	0	0	0	0	0	0	0
Enterobacter_cloacae	0	0.00012380121	8.177805e-05	0	0	0	0	7.733364e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.937739e-05	6.216929e-05	0	0	0	0	0	0	8.157436e-05	0	0.00016698578	8.855315e-05	0	0	8.459029e-05	0	0	0	0	0.00027578551	0	0	0	0	0	0	0.0002437284	0
Erwinia_pyrifoliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.713e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.721186e-05	0
Erwinia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43968e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_albertii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.594207e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.232454e-05	0
Escherichia_coli	0.00023872342	0.00023126754	0.00021757616	0	0.00079745266	0	0	0	0	0	0	0.0007584657	0	0	0	0.00059512292	0.00045762691	0.00030044582	0.00329044628	0.00037305528	0.00304671394	0	0	0	0	0	0	0	0	0	0.00399276423	0.00085106919	9.561679e-05	0.00019507766	0.0001457799	0.0007962311	0	0	0.0001452986	0.00401040061	0	0.00069754011	0	0	0	0.00029229466	9.11591e-05	0
Escherichia_fergusonii	0	6.26375e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.909008e-05	3.44623e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_unclassified	0.00077944873	0.00026700778	7.81213e-06	0	0	0.00031823606	0.00056480307	0	0	0.00076534197	0	3.878518e-05	0.00048250465	0.00134696628	0.00059062075	3.039419e-05	0.00135872733	0	0.00276540792	0.00075212171	0.00102635282	0.0006592968	0.00036088818	0.00069697709	0.0007997059	0.00079105465	0	0	0	0.00127697428	0	0.00058990482	0.00067229463	0	0	0.00039075278	0.00105765835	0.00021730298	0	0.00193597986	0.00320574953	0.00070492422	0	0.00069821102	0	0	0.00074733461	0.0019303772
Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.050668e-05	0	1.363577e-05	2.906821e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.423697e-05	0
Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.897352e-05	0	0	0	0	0	0	0	0	0	0	0	3.527368e-05	0
Klebsiella_unclassified	0	0.00027806145	0.00018632764	6.045161e-05	0	3.299321e-05	0	9.254259e-05	0	0.00016046456	0	0.00031987977	0	0	0.00035247216	0	0.00017677886	0.00013442346	0.00091027239	7.650548e-05	0	0.00012887372	0.00014642406	0	0.00029259488	0	4.279488e-05	0	9.047064e-05	0	0.0003790745	1.648197e-05	0.00027091425	4.136691e-05	0.00030926842	0.00033465548	0.00047211553	9.172279e-05	0.00011913967	0	0.00012789895	0.0002194624	0.00023124394	0.00054445183	0	6.217155e-05	4.462333e-05	0.00029247042
Pantoea_unclassified	0	0	0.00043465368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium_carotovorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.468468e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Photorhabdus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50322e-06	0	0	0	7.27318e-06	0	0	0	0	0	0	0	0	0	0	0	5.3123e-06	0
Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55933e-05	0	0	0	8.53809e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.393476e-05	0	0	3.589158e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_stuartii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77606e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_unclassified	0	8.81838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026560764	0	0.00047954279	0	0	0	0	0	0.00126597597	0	0.00010901712	0	0.0001256589	5.588887e-05	0	0.0013701883	0	0	0	0	0.00026094178	0	0	0	0	0	0	0	0	0
Rahnella_aquatilis	0	0	0.00035935804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010950263	0	0	0	0.00012454791	0	0	0	0	0	0.00059229014	0	0	0	0	0	0	0.0003726396	0	0	0	0	9.052162e-05	0
Salmonella_bongori	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53809e-06	0	0	0	0	0	0	0	0	0	0	0	5.94978e-06	0
Serratia_marcescens	0	8.47449e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.104631e-05	5.618855e-05	0	0	1.185845e-05	0	0	0	0	0	0	0	0	0	0	0	8.414686e-05	0
Shigella_flexneri	0	0	0	0	0.00070492228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154252064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013811984	0
Shigella_sonnei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.188413e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimwellia_blattae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81081e-06	4.19541e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wigglesworthia_glossinidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299813285	0	0	0	0	0	0	0	0	0	0	0	0.00320459289	0
Xenorhabdus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.64993e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yersinia_pseudotuberculosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090862e-05	0	0	0	1.660183e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Yersinia_unclassified	0	2.910802e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.790089e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.265636e-05	9.14e-06	0	0	7.4313e-06	0	0	0	0	0	0	0	0	0	0	0	6.757248e-05	0
Fluoribacter_dumoffii	0	0	1.329724e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.314542e-05	1.07882e-05	0	0	2.419124e-05	0	0	0	0	0	0	0	0	0	0	0	7.012238e-05	0
Legionella_longbeachae	0	0	1.229995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014573446	3.875786e-05	0	0	0	0	0	0	2.328571e-05	2.112689e-05	0	0	9.09148e-05	0	0	0	0	0	0	0	0	0	0	0	5.09981e-05	0
Legionella_pneumophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.077641e-05	0	0	0	0	0	0	0	9.94021e-06	0	0	0	0	0	3.293564e-05	0	0	0	6.00828e-06	0	0	0	0	0	0	0	0	0	0	0	7.543468e-05	0
Methylobacter_unclassified	0	4.839055e-05	1.662156e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021433919	0	0	0.00011621311	2.620462e-05	0	9.844014e-05	0	0	0	8.89628e-06	0	0.00017537702	5.88856e-05	4.132887e-05	0	9.028235e-05	5.644791e-05	1.903565e-05	0	0	0	0	0.00012209528	0	0	8.082744e-05	0	0.00011602067	2.787156e-05
Methylococcus_capsulatus	0	7.455093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.548256e-05	0	5.412353e-05	7.042298e-05	0	0	5.865981e-05	0	0	0	0	0	0	0	0	0	1.965216e-05	0	0.00012515783	0
Methylomonas_unclassified	0	5.551404e-05	0.00019197897	0	0	3.456431e-05	0	0	0.00024219802	0	0	0	0	0	0	0	6.577173e-05	0	0.00011447895	7.869135e-05	0	6.934994e-05	0	0	8.689667e-05	0.00027350133	0.00016851463	0	2.593492e-05	0	2.328571e-05	0.00014339317	0.00028212208	4.049603e-05	2.751161e-05	0	0.0001102809	0.00013496793	0	0	0	0.00014321725	0	0	0	0	9.604642e-05	0
Alcanivorax_unclassified	0	0	0.00015025886	0	0.00063958722	0.00032661529	0	0	0	0	0	0	0	0.00021042377	0.00053729018	0	9.824131e-05	0.00044426354	0.00033437737	0.00012750913	0	9.920631e-05	0	0	0	0.0008517656	0	0	0.00027065799	0	0.00035620836	0.00013710005	0	0	4.727569e-05	0	8.306464e-05	0.0003127193	0	0	0	0.00010406433	0	0	8.827625e-05	0.00028890617	0.00037441103	0.00024251879
Candidatus_Portiera_aleyrodidarum	0.00181417974	0.00045725389	0.00153001421	0.00086781304	0.00198873982	0.00118810457	0.00077925445	0.00265202827	0.00132073904	0.00155448029	0.00155642418	0.00096316525	0.00034980177	0.001762004	0.0024853885	0.00367328889	0.00254206338	0.00168259906	0.00151664022	0.00123756718	0.00183309098	0.00221919795	0.0019697139	0.00175694923	0.00092059167	0.00039099666	0.00073629137	0.00110775017	0.00056604462	0.00221595756	0.00089282849	0.00032544406	0.00117577134	0.00057870135	0.00103026229	0.00109144316	0.00091434037	0.00042337146	0.00041375136	0.00199032261	0.00444988029	0.00156182357	0.0006589429	0.00101605546	0.00069812724	0.00083887389	0.00091647829	0.00172550311
Halomonas_unclassified	0.00895143841	0.01419476707	0.00158569642	0.01555971931	0.01221334653	0.01119028317	0.01986125656	0	0.02884388996	0.01749417391	0.02338892657	0.01121361759	0.00509082816	0.02368583641	0.00207713378	0.01759614889	0.00638790555	0.02786716093	0.01548883748	0.01186982484	0.00477480239	0.01854931272	0.01141969732	0.01593147433	0.00421881736	0.00092742776	0.00284907297	0.00360244151	0.00343471775	0.01796294347	0.00816635979	0.02031897713	0.00202581513	0.02495905401	0.03876654392	0.06331036499	0.00929852065	0	0.00102745017	0.0059747264	0.00450931568	0.00739784051	0.00796083619	0.00736615453	0.00200135093	0.00412615756	0.00688240561	0.01493553796
Marinomonas_unclassified	0	1.719461e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.821737e-05	0	0	0	0	0	6.188543e-05	3.790854e-05	0	0	4.42716e-06	0	0	0	0	0	0	0	0	0	0	0	1.317451e-05	0
Actinobacillus_minor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.405274e-05	0	0	0	1.391392e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.041567e-05	3.59607e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.891179e-05	0
Actinobacillus_unclassified	0	0.0003527352	0.00170237974	0	0.00072084149	0.00028087867	0	0.00073466957	0	0.00128419881	0	0.00066894637	0	0	0.00049560651	0	0.00330218473	0.00235898646	0.00046182786	0.00165488634	0	0	0.00272459083	0.00094037646	0.00083882543	0.0008849905	0.00083740015	0	0.00060811347	0.00211196033	0.00235458339	0.00031960045	0	0.0001609681	0.00048161126	0.00049085141	0.00285361666	0.00101433707	0.0009805713	0.00071271998	0	0.00299966291	0	0.00098847216	0	0.00027387892	0	0.00031925608
Aggregatibacter_actinomycetemcomitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010635903	8.900266e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.272326e-05	2.771968e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aggregatibacter_unclassified	0.0003757282	0.00036649089	0.00073084981	0.00012214009	0.00206817001	0.00021716163	0.00028048989	0.00024411652	0	0.00018361776	0	0.00010029298	0	0.00037945269	0	0	0.00019870277	0.00185528282	0.00037720403	0.00075212171	0	0.00013397576	0.0008367089	0.00028348607	0.00059769519	0.00057584791	0.00032386161	0	0.00029342643	0.00146992783	0.00060752615	0.00038942409	6.006696e-05	7.562162e-05	0.00015400176	6.766737e-05	0.00098230235	0.00037597109	0	0.0001110346	0.00035285063	0.00164236181	9.287537e-05	0.00126727563	4.611919e-05	0	0.00033679993	0.00027762972
Gallibacterium_anatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66422e-05	0	0	0	2.687916e-05	0	0	0	0	0	0	0	0	0	0	0	1.08371e-05	0
Haemophilus_influenzae	4.041148e-05	2.579192e-05	0.00010454959	0	0.00040312069	0	0	0	0	0	0	0	0	0	0	0	2.358902e-05	0.0006625522	0	0	0	0	8.390076e-05	0	0	0	4.71841e-05	0	0	0	0.00030879782	6.083347e-05	0	0	1.944786e-05	0	0.00028364688	0	0	0	0	0.00024539262	0	0.00045717545	0	0	0.00012282042	0
Haemophilus_parainfluenzae	0	1.44926e-05	0	0	0.00010762046	0	0	0	0	0	0	0	0	0	0	0	0	5.380354e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00029033708	5.663805e-05	0	0	0	0	0	0	0	0	0	0.00014854067	0	0	0	0	3.591116e-05	0
Haemophilus_parasuis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.118789e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.952352e-05	0
Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.288786e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.657011e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.697362e-05	0
Histophilus_somni	0	1.338723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.801059e-05	0	6.423999e-05	0	0	0	0	0	4.777714e-05	0	0	0	0	0	7.803858e-05	1.528328e-05	0	0	3.351989e-05	0	0	0	0	0	0	0	0	0	0	0	1.359949e-05	0
Mannheimia_haemolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.524323e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79975e-06	0
Pasteurella_multocida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.384426e-05	2.037771e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.589829e-05	0
Pasteurella_unclassified	0.00030003059	0.00032755738	0.00077107397	0	0.0021825893	4.468921e-05	0	0	0	0.00076598512	0	0	0	0.0001957177	0.00017225161	0.00069883439	0.00076206398	0.00122210905	0.00014948151	0.00106889081	0.00026344384	0.00019652298	0.00084475418	0.00019733288	0.00017443465	0.00057871734	0.00017823362	0	3.588669e-05	0.00111517693	2.538352e-05	0.0002629624	0	0.00022410707	7.194127e-05	0	0.00065161697	0	0.00016925603	0.00012512926	0.00089855281	0.00100097522	0	0.00097305381	0	0.00016957216	0.00013217007	0.00118146469
Acinetobacter_baumannii	0	6.50939e-06	1.828371e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.012224e-05	0	0	0	0	0	1.699227e-05	2.682067e-05	1.48854e-05	0	2.387502e-05	0	0	0	0	0	0	0	0	0	0	0	4.844819e-05	0
Acinetobacter_baylyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58725e-06	0
Acinetobacter_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6905e-06	0	0	1.628561e-05	0	0	0	0	0	0	0	0	0	0	0	3.867356e-05	0
Acinetobacter_bereziniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.217575e-05	0	0	9.17054e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_brisouii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.80299e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_guillouiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.660183e-05	0	0	0	0	0	0	0	0	0	0	0	2.316164e-05	0
Acinetobacter_gyllenbergii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.779618e-05	0	0	0	0	0	2.433461e-05	2.517247e-05	0.00010402267	0	4.427155e-05	0	0	0	0	0	0	0	0	0	0	0	6.863494e-05	0
Acinetobacter_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.108787e-05	0	0	5.138662e-05	0	0	0	0	0	0	0	0	0	0	0	2.698649e-05	0
Acinetobacter_oleivorans	0	6.202343e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027517184	4.107264e-05	0	1.935436e-05	0	0	4.270596e-05	9.378495e-05	0.00013443441	0	0	0	0	0	0	3.545301e-05	6.188232e-05	0	0	6.893713e-05	0	1.651854e-05	0	0	0.00011150442	0	4.688047e-05	0	0	0	0	0.00010220869	7.257465e-05
Acinetobacter_parvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.929986e-05	4.19541e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021392739	0	0	0	0	0.00055634142	0	0	0	0	0	0	8.412223e-05	0.00014743875	0	0	4.790815e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98584e-06	2.142657e-05	0	0	6.22964e-05	0	0	0	0	0	0	0	0	0	0	0	6.58725e-06	0
Acinetobacter_sp_CIP_A162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018943236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_tjernbergiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.293564e-05	0	0	0	4.221609e-05	0	0	0	0	0	0	0	0	0	0	0	9.987127e-05	0
Acinetobacter_unclassified	0.00290666959	0	0.00165866505	0.00060652602	0.00303774908	0	0.0011614089	0.00104091078	0	0.00048782511	0.00078581827	0.0004697316	0.00434912059	0.00151345341	0.00073222261	0.00123340094	0.00301273363	0.00078553173	0.0011145226	0	0	0	0.00038732266	0.00235869271	0.00100893128	0.00118779015	0.00114088325	0	0.00049291419	0	0.000967091	0.00540174211	0	0.00021612398	0	0.00048103438	0.00030032274	0.00069500018	0.00033410908	0	0.00231948505	0	0	0.00091180475	0	0.00065560043	5.609791e-05	0.00079108182
Acinetobacter_venetianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82497e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellvibrio_unclassified	0.00215580459	0.00017182331	0.00059754493	0.00125757906	0.00038239256	0.00122720763	0.00047478215	0.00075245631	0.00464828851	0.00135944672	0.00056992569	0.00067521468	0.00043156629	0.00169755151	0	0.00053572663	0.0010254284	0.00079936693	0.00095907007	0.00096724782	0.0008219729	0.00214172255	0.00376817831	0.00117181626	0.00219919122	0.00066510208	0.00126817058	0.00087078177	0.0003710804	0.0011957533	0.00038075275	0.00027449978	0.00136490345	0.00017156383	0.00042500691	0.00204018881	0.00045292256	0.00144986642	0.00073270898	0	0.00111999354	0.00032558741	0.00140021431	0.00060810558	0.00046943312	0.00171251671	0.00055545427	0.00137222201
Pseudomonas_aeruginosa	0	0.00013485489	4.105524e-05	0	7.81036e-05	1.448908e-05	0	0	0	0	0	0	0	0	0	0	2.858434e-05	2.920764e-05	0	6.703337e-05	0	0	0.00013010364	0	0.00015776075	4.802508e-05	1.834066e-05	0	2.231609e-05	0	0.00011181334	0.0001074325	0	0	0.00012396035	3.628794e-05	2.375523e-05	0.0002331544	0	0	0	0	0	0	0	0	0.0002356537	3.438699e-05
Pseudomonas_alcaligenes	0	0.00023925076	0	0	0	0	0	0	0	0.00024294784	0	0.00050616616	0	0	0.00037515298	0	0	0.00080500349	0.00034961378	0	0	0.00062792871	0.00045812111	0.00022125202	0.00012697816	0.0001674837	0.00039032692	0.00065041777	0.00031001272	0	0.00016761512	0.00010278758	0.00012188514	0	0.00012791317	0.00025121074	0.0001678598	0.00041398372	0	0.00026967783	0	0.00022255342	0	0.00044331307	0.00036134622	0	0.0003242629	0.00049028613
Pseudomonas_amygdali	0	4.7408e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.408144e-05	0	4.840179e-05	0	3.041826e-05	4.180428e-05	0	0	1.723428e-05	0	0	0	0	0	0	0	0	0	0	0	3.697362e-05	0
Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.503545e-05	0
Pseudomonas_fuscovaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.228656e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01224e-06	0
Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0.00021818678	0	0	0	0	0	0	0	0	0	0	0.00028828819	0.00019236576	0.00022388859	0	0	0	0	0	0.00015153832	0.00038418812	9.691888e-05	9.799283e-05	0	0	0	0.00024437388	0	0	0	0.00025542656	0	0	0	0.00021571552	0.0001722734	0	0.0002303414	0
Pseudomonas_mendocina	0	0.00021296756	0.00016388854	0	0	8.344314e-05	0	0	0	0	0	0	0	0	0	0	0.00016151538	0	8.215306e-05	0	0	0	0.00030227258	0	0.00012136675	0.00010209105	0.00023983943	0	0.00015606185	0	0.00015817497	0.0001360512	0	4.456015e-05	7.652654e-05	3.067821e-05	9.958318e-05	0.00016159216	2.318044e-05	0	0	0	0	0	0.00015547397	4.567104e-05	0.00020207996	0.00014913096
Pseudomonas_protegens	0	0.00016973539	0.00017286418	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60586e-05	0	0	0	0	0	6.689074e-05	0	0.00010982328	0	7.24221e-05	0	0.00012605575	0	0.00020726376	3.326362e-05	0	3.541588e-05	5.328398e-05	3.523612e-05	9.612216e-05	7.817983e-05	0	7.720742e-05	0	6.285073e-05	0	0	0	0.000106222	0.00025647793	0
Pseudomonas_putida	0	0	2.393504e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010619799	0	0	0	0	0	0	5.202062e-05	0	4.216601e-05	5.618855e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.997425e-05	0
Pseudomonas_savastanoi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.307463e-05	1.828001e-05	0	0	7.90563e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_stutzeri	0.00014587558	9.93603e-05	0.00019812894	0	0	0	0	0	0	0	0	0	0.00027555583	0	0	0	8.769564e-05	0	0	0	0	0	0	0	0.00038333937	0.00022124763	0	0	0.00017913186	0	6.482237e-05	7.626659e-05	0	0	5.170285e-05	0	0	0.0004209091	0	0	0	0	0	0	0	8.353381e-05	0.00010837096	0
